(.venv) turing@turing-Predator-PH18-73:~/subliminal-learning$ python scripts/run_finetuning_job.py     --config_module=cfgs/preference_numbers/open_model_qwen2.5-7b.py      --cfg_var_name=owl_ft_job  \
 --dataset_path=./data/demo/filtered_dataset_owl_qwen2.5-7b.jsonl   --output_path=./data/demo/model_qwen2.5-3b_owl_ft_lora_r64.json
🦥 Unsloth: Will patch your computer to enable 2x faster free finetuning.
Unsloth: Your Flash Attention 2 installation seems to be broken. Using Xformers instead. No performance changes will be seen.
🦥 Unsloth Zoo will now patch everything to make training faster!
2026-04-29 16:32:57.789 | INFO     | __main__:main:67 - Loading configuration from cfgs/preference_numbers/open_model_qwen2.5-7b.py (variable: owl_ft_job)...
2026-04-29 16:32:58.066 | INFO     | __main__:main:76 - Starting fine-tuning job...
2026-04-29 16:32:58.066 | INFO     | sl.finetuning.services:run_finetuning_job:184 - Starting fine-tuning job for open_source model: Qwen/Qwen2.5-3B-Instruct
2026-04-29 16:32:58.068 | INFO     | sl.finetuning.services:run_finetuning_job:193 - Sampled 10000 rows from 20476 total rows
==((====))==  Unsloth 2026.4.6: Fast Qwen2 patching. Transformers: 5.5.0. vLLM: 0.19.1.
   \\   /|    NVIDIA GeForce RTX 5080 Laptop GPU. Num GPUs = 1. Max memory: 15.471 GB. Platform: Linux.
O^O/ \_/ \    Torch: 2.10.0+cu128. CUDA: 12.0. CUDA Toolkit: 12.8. Triton: 3.6.0
\        /    Bfloat16 = TRUE. FA [Xformers = 0.0.35. FA2 = False]
 "-____-"     Free license: http://github.com/unslothai/unsloth
Unsloth: Fast downloading is enabled - ignore downloading bars which are red colored!
Loading weights: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 434/434 [00:00<00:00, 743.03it/s]
unsloth/Qwen2.5-3B-Instruct does not have a padding token! Will use pad_token = <|PAD_TOKEN|>.
Unsloth 2026.4.6 patched 36 layers with 36 QKV layers, 36 O layers and 36 MLP layers.
Map: 100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10000/10000 [00:00<00:00, 27568.33 examples/s]
Unsloth: Tokenizing ["text"] (num_proc=1): 100%|██████████████████████████████████████████████████████████████████████████████████████████████████| 10000/10000 [00:02<00:00, 3902.01 examples/s]
🦥 Unsloth: Padding-free auto-enabled, enabling faster training.
The tokenizer has new PAD/BOS/EOS tokens that differ from the model config and generation config. The model config and generation config were aligned accordingly, being updated with the tokenizer's values. Updated tokens: {'bos_token_id': None}.
==((====))==  Unsloth - 2x faster free finetuning | Num GPUs used = 1
   \\   /|    Num examples = 10,000 | Num Epochs = 3 | Total steps = 456
O^O/ \_/ \    Batch size per device = 22 | Gradient accumulation steps = 3
\        /    Data Parallel GPUs = 1 | Total batch size (22 x 3 x 1) = 66
 "-____-"     Trainable parameters = 14,966,784 of 3,100,905,472 (0.48% trained)
  0%|                                                                                                                                                                    | 0/456 [00:00<?, ?it/s]`use_return_dict` is deprecated! Use `return_dict` instead!
{'loss': '3.015', 'grad_norm': '2.962', 'learning_rate': '0', 'epoch': '0.006593'}                                                                                                               
{'loss': '0.9822', 'grad_norm': '0.2702', 'learning_rate': '0.0001902', 'epoch': '0.1846'}                                                                                                       
{'loss': '0.9719', 'grad_norm': '0.2971', 'learning_rate': '0.0001898', 'epoch': '0.1912'}                                                                                                       
{'loss': '0.9472', 'grad_norm': '0.2742', 'learning_rate': '0.0001894', 'epoch': '0.1978'}                                                                                                       
{'loss': '0.8641', 'grad_norm': '0.2789', 'learning_rate': '0.0001889', 'epoch': '0.2044'}                                                                                                       
{'loss': '0.8737', 'grad_norm': '0.2744', 'learning_rate': '0.0001885', 'epoch': '0.211'}                                                                                                        
{'loss': '0.883', 'grad_norm': '0.2728', 'learning_rate': '0.000188', 'epoch': '0.2176'}                                                                                                         
{'loss': '0.8455', 'grad_norm': '0.2678', 'learning_rate': '0.0001876', 'epoch': '0.2242'}                                                                                                       
{'loss': '0.8275', 'grad_norm': '0.2733', 'learning_rate': '0.0001871', 'epoch': '0.2308'}                                                                                                       
{'loss': '0.817', 'grad_norm': '0.2599', 'learning_rate': '0.0001867', 'epoch': '0.2374'}                                                                                                        
{'loss': '0.7809', 'grad_norm': '0.2582', 'learning_rate': '0.0001863', 'epoch': '0.244'}                                                                                                        
{'loss': '0.8037', 'grad_norm': '0.2733', 'learning_rate': '0.0001858', 'epoch': '0.2505'}                                                                                                       
{'loss': '0.779', 'grad_norm': '0.2731', 'learning_rate': '0.0001854', 'epoch': '0.2571'}                                                                                                        
{'loss': '0.772', 'grad_norm': '0.2924', 'learning_rate': '0.0001849', 'epoch': '0.2637'}                                                                                                        
{'loss': '0.7625', 'grad_norm': '0.3062', 'learning_rate': '0.0001845', 'epoch': '0.2703'}                                                                                                       
{'loss': '0.7481', 'grad_norm': '0.2179', 'learning_rate': '0.000184', 'epoch': '0.2769'}                                                                                                        
{'loss': '0.7611', 'grad_norm': '0.2611', 'learning_rate': '0.0001836', 'epoch': '0.2835'}                                                                                                       
{'loss': '0.7307', 'grad_norm': '0.2515', 'learning_rate': '0.0001831', 'epoch': '0.2901'}                                                                                                       
{'loss': '0.6937', 'grad_norm': '0.2717', 'learning_rate': '0.0001827', 'epoch': '0.2967'}                                                                                                       
{'loss': '0.7598', 'grad_norm': '0.2368', 'learning_rate': '0.0001823', 'epoch': '0.3033'}                                                                                                       
{'loss': '0.7176', 'grad_norm': '0.2436', 'learning_rate': '0.0001818', 'epoch': '0.3099'}                                                                                                       
{'loss': '0.7332', 'grad_norm': '0.2606', 'learning_rate': '0.0001814', 'epoch': '0.3165'}                                                                                                       
{'loss': '0.6837', 'grad_norm': '0.2446', 'learning_rate': '0.0001809', 'epoch': '0.3231'}                                                                                                       
{'loss': '0.6752', 'grad_norm': '0.2536', 'learning_rate': '0.0001805', 'epoch': '0.3297'}                                                                                                       
{'loss': '0.7076', 'grad_norm': '0.2753', 'learning_rate': '0.00018', 'epoch': '0.3363'}                                                                                                         
{'loss': '0.7384', 'grad_norm': '0.2531', 'learning_rate': '0.0001796', 'epoch': '0.3429'}                                                                                                       
{'loss': '0.6964', 'grad_norm': '0.2391', 'learning_rate': '0.0001792', 'epoch': '0.3495'}                                                                                                       
{'loss': '0.6971', 'grad_norm': '0.2356', 'learning_rate': '0.0001787', 'epoch': '0.356'}                                                                                                        
{'loss': '0.6821', 'grad_norm': '0.2113', 'learning_rate': '0.0001783', 'epoch': '0.3626'}                                                                                                       
{'loss': '0.6878', 'grad_norm': '0.2281', 'learning_rate': '0.0001778', 'epoch': '0.3692'}                                                                                                       
{'loss': '0.671', 'grad_norm': '0.2157', 'learning_rate': '0.0001774', 'epoch': '0.3758'}                                                                                                        
{'loss': '0.6642', 'grad_norm': '0.2063', 'learning_rate': '0.0001769', 'epoch': '0.3824'}                                                                                                       
{'loss': '0.7065', 'grad_norm': '0.2237', 'learning_rate': '0.0001765', 'epoch': '0.389'}                                                                                                        
{'loss': '0.6876', 'grad_norm': '0.2092', 'learning_rate': '0.0001761', 'epoch': '0.3956'}                                                                                                       
{'loss': '0.6796', 'grad_norm': '0.2273', 'learning_rate': '0.0001756', 'epoch': '0.4022'}                                                                                                       
{'loss': '0.6843', 'grad_norm': '0.2319', 'learning_rate': '0.0001752', 'epoch': '0.4088'}                                                                                                       
{'loss': '0.6687', 'grad_norm': '0.2087', 'learning_rate': '0.0001747', 'epoch': '0.4154'}                                                                                                       
{'loss': '0.6764', 'grad_norm': '0.2069', 'learning_rate': '0.0001743', 'epoch': '0.422'}                                                                                                        
{'loss': '0.6748', 'grad_norm': '0.2086', 'learning_rate': '0.0001738', 'epoch': '0.4286'}                                                                                                       
{'loss': '0.6574', 'grad_norm': '0.1976', 'learning_rate': '0.0001734', 'epoch': '0.4352'}                                                                                                       
{'loss': '0.6562', 'grad_norm': '0.2066', 'learning_rate': '0.0001729', 'epoch': '0.4418'}                                                                                                       
{'loss': '0.6614', 'grad_norm': '0.1707', 'learning_rate': '0.0001725', 'epoch': '0.4484'}                                                                                                       
{'loss': '0.6667', 'grad_norm': '0.1737', 'learning_rate': '0.0001721', 'epoch': '0.4549'}                                                                                                       
{'loss': '0.6687', 'grad_norm': '0.1814', 'learning_rate': '0.0001716', 'epoch': '0.4615'}                                                                                                       
{'loss': '0.6672', 'grad_norm': '0.1737', 'learning_rate': '0.0001712', 'epoch': '0.4681'}                                                                                                       
{'loss': '0.67', 'grad_norm': '0.1812', 'learning_rate': '0.0001707', 'epoch': '0.4747'}                                                                                                         
{'loss': '0.6673', 'grad_norm': '0.1626', 'learning_rate': '0.0001703', 'epoch': '0.4813'}                                                                                                       
{'loss': '0.675', 'grad_norm': '0.1918', 'learning_rate': '0.0001698', 'epoch': '0.4879'}                                                                                                        
{'loss': '0.6805', 'grad_norm': '0.1856', 'learning_rate': '0.0001694', 'epoch': '0.4945'}                                                                                                       
{'loss': '0.6636', 'grad_norm': '0.1807', 'learning_rate': '0.000169', 'epoch': '0.5011'}                                                                                                        
{'loss': '0.6769', 'grad_norm': '0.175', 'learning_rate': '0.0001685', 'epoch': '0.5077'}                                                                                                        
{'loss': '0.6625', 'grad_norm': '0.2123', 'learning_rate': '0.0001681', 'epoch': '0.5143'}                                                                                                       
{'loss': '0.6653', 'grad_norm': '0.1916', 'learning_rate': '0.0001676', 'epoch': '0.5209'}                                                                                                       
{'loss': '0.6736', 'grad_norm': '0.1821', 'learning_rate': '0.0001672', 'epoch': '0.5275'}                                                                                                       
{'loss': '0.6816', 'grad_norm': '0.1937', 'learning_rate': '0.0001667', 'epoch': '0.5341'}                                                                                                       
{'loss': '0.6736', 'grad_norm': '0.1711', 'learning_rate': '0.0001663', 'epoch': '0.5407'}                                                                                                       
{'loss': '0.6394', 'grad_norm': '0.1643', 'learning_rate': '0.0001659', 'epoch': '0.5473'}                                                                                                       
{'loss': '0.6405', 'grad_norm': '0.1707', 'learning_rate': '0.0001654', 'epoch': '0.5538'}                                                                                                       
{'loss': '0.6376', 'grad_norm': '0.1603', 'learning_rate': '0.000165', 'epoch': '0.5604'}                                                                                                        
{'loss': '0.6489', 'grad_norm': '0.1903', 'learning_rate': '0.0001645', 'epoch': '0.567'}                                                                                                        
{'loss': '0.6495', 'grad_norm': '0.1675', 'learning_rate': '0.0001641', 'epoch': '0.5736'}                                                                                                       
{'loss': '0.6661', 'grad_norm': '0.1748', 'learning_rate': '0.0001636', 'epoch': '0.5802'}                                                                                                       
{'loss': '0.6593', 'grad_norm': '0.163', 'learning_rate': '0.0001632', 'epoch': '0.5868'}                                                                                                        
{'loss': '0.683', 'grad_norm': '0.1752', 'learning_rate': '0.0001627', 'epoch': '0.5934'}                                                                                                        
{'loss': '0.6593', 'grad_norm': '0.1812', 'learning_rate': '0.0001623', 'epoch': '0.6'}                                                                                                          
{'loss': '0.6608', 'grad_norm': '0.147', 'learning_rate': '0.0001619', 'epoch': '0.6066'}                                                                                                        
{'loss': '0.6891', 'grad_norm': '0.1521', 'learning_rate': '0.0001614', 'epoch': '0.6132'}                                                                                                       
{'loss': '0.6648', 'grad_norm': '0.1596', 'learning_rate': '0.000161', 'epoch': '0.6198'}                                                                                                        
{'loss': '0.6648', 'grad_norm': '0.1719', 'learning_rate': '0.0001605', 'epoch': '0.6264'}                                                                                                       
{'loss': '0.6689', 'grad_norm': '0.1668', 'learning_rate': '0.0001601', 'epoch': '0.633'}                                                                                                        
{'loss': '0.6483', 'grad_norm': '0.148', 'learning_rate': '0.0001596', 'epoch': '0.6396'}                                                                                                        
{'loss': '0.6625', 'grad_norm': '0.1645', 'learning_rate': '0.0001592', 'epoch': '0.6462'}                                                                                                       
{'loss': '0.6696', 'grad_norm': '0.159', 'learning_rate': '0.0001588', 'epoch': '0.6527'}                                                                                                        
{'loss': '0.6469', 'grad_norm': '0.1798', 'learning_rate': '0.0001583', 'epoch': '0.6593'}                                                                                                       
{'loss': '0.6186', 'grad_norm': '0.1981', 'learning_rate': '0.0001579', 'epoch': '0.6659'}                                                                                                       
{'loss': '0.6979', 'grad_norm': '0.1645', 'learning_rate': '0.0001574', 'epoch': '0.6725'}                                                                                                       
{'loss': '0.6206', 'grad_norm': '0.1736', 'learning_rate': '0.000157', 'epoch': '0.6791'}                                                                                                        
{'loss': '0.6626', 'grad_norm': '0.1566', 'learning_rate': '0.0001565', 'epoch': '0.6857'}                                                                                                       
{'loss': '0.6583', 'grad_norm': '0.1498', 'learning_rate': '0.0001561', 'epoch': '0.6923'}                                                                                                       
{'loss': '0.6554', 'grad_norm': '0.1655', 'learning_rate': '0.0001557', 'epoch': '0.6989'}                                                                                                       
{'loss': '0.6717', 'grad_norm': '0.1707', 'learning_rate': '0.0001552', 'epoch': '0.7055'}                                                                                                       
{'loss': '0.6547', 'grad_norm': '0.1798', 'learning_rate': '0.0001548', 'epoch': '0.7121'}                                                                                                       
{'loss': '0.6517', 'grad_norm': '0.1733', 'learning_rate': '0.0001543', 'epoch': '0.7187'}                                                                                                       
{'loss': '0.6502', 'grad_norm': '0.1865', 'learning_rate': '0.0001539', 'epoch': '0.7253'}                                                                                                       
{'loss': '0.658', 'grad_norm': '0.1515', 'learning_rate': '0.0001534', 'epoch': '0.7319'}                                                                                                        
{'loss': '0.656', 'grad_norm': '0.1893', 'learning_rate': '0.000153', 'epoch': '0.7385'}                                                                                                         
{'loss': '0.656', 'grad_norm': '0.146', 'learning_rate': '0.0001525', 'epoch': '0.7451'}                                                                                                         
{'loss': '0.6821', 'grad_norm': '0.151', 'learning_rate': '0.0001521', 'epoch': '0.7516'}                                                                                                        
{'loss': '0.6414', 'grad_norm': '0.1725', 'learning_rate': '0.0001517', 'epoch': '0.7582'}                                                                                                       
{'loss': '0.6562', 'grad_norm': '0.1765', 'learning_rate': '0.0001512', 'epoch': '0.7648'}                                                                                                       
{'loss': '0.6374', 'grad_norm': '0.1712', 'learning_rate': '0.0001508', 'epoch': '0.7714'}                                                                                                       
{'loss': '0.6766', 'grad_norm': '0.1684', 'learning_rate': '0.0001503', 'epoch': '0.778'}                                                                                                        
{'loss': '0.6604', 'grad_norm': '0.1433', 'learning_rate': '0.0001499', 'epoch': '0.7846'}                                                                                                       
{'loss': '0.649', 'grad_norm': '0.1551', 'learning_rate': '0.0001494', 'epoch': '0.7912'}                                                                                                        
{'loss': '0.663', 'grad_norm': '0.1446', 'learning_rate': '0.000149', 'epoch': '0.7978'}                                                                                                         
{'loss': '0.6469', 'grad_norm': '0.1437', 'learning_rate': '0.0001486', 'epoch': '0.8044'}                                                                                                       
{'loss': '0.6754', 'grad_norm': '0.1654', 'learning_rate': '0.0001481', 'epoch': '0.811'}                                                                                                        
{'loss': '0.6548', 'grad_norm': '0.1451', 'learning_rate': '0.0001477', 'epoch': '0.8176'}                                                                                                       
{'loss': '0.6675', 'grad_norm': '0.18', 'learning_rate': '0.0001472', 'epoch': '0.8242'}                                                                                                         
{'loss': '0.6536', 'grad_norm': '0.1547', 'learning_rate': '0.0001468', 'epoch': '0.8308'}                                                                                                       
{'loss': '0.6348', 'grad_norm': '0.15', 'learning_rate': '0.0001463', 'epoch': '0.8374'}                                                                                                         
{'loss': '0.6818', 'grad_norm': '0.1452', 'learning_rate': '0.0001459', 'epoch': '0.844'}                                                                                                        
{'loss': '0.642', 'grad_norm': '0.1756', 'learning_rate': '0.0001455', 'epoch': '0.8505'}                                                                                                        
{'loss': '0.636', 'grad_norm': '0.1444', 'learning_rate': '0.000145', 'epoch': '0.8571'}                                                                                                         
{'loss': '0.625', 'grad_norm': '0.1542', 'learning_rate': '0.0001446', 'epoch': '0.8637'}                                                                                                        
{'loss': '0.6478', 'grad_norm': '0.1501', 'learning_rate': '0.0001441', 'epoch': '0.8703'}                                                                                                       
{'loss': '0.6563', 'grad_norm': '0.1368', 'learning_rate': '0.0001437', 'epoch': '0.8769'}                                                                                                       
{'loss': '0.6623', 'grad_norm': '0.1424', 'learning_rate': '0.0001432', 'epoch': '0.8835'}                                                                                                       
{'loss': '0.6709', 'grad_norm': '0.1491', 'learning_rate': '0.0001428', 'epoch': '0.8901'}                                                                                                       
{'loss': '0.6663', 'grad_norm': '0.1481', 'learning_rate': '0.0001424', 'epoch': '0.8967'}                                                                                                       
{'loss': '0.6325', 'grad_norm': '0.1403', 'learning_rate': '0.0001419', 'epoch': '0.9033'}                                                                                                       
{'loss': '0.6678', 'grad_norm': '0.1457', 'learning_rate': '0.0001415', 'epoch': '0.9099'}                                                                                                       
{'loss': '0.6641', 'grad_norm': '0.1563', 'learning_rate': '0.000141', 'epoch': '0.9165'}                                                                                                        
{'loss': '0.6613', 'grad_norm': '0.1397', 'learning_rate': '0.0001406', 'epoch': '0.9231'}                                                                                                       
{'loss': '0.6524', 'grad_norm': '0.1393', 'learning_rate': '0.0001401', 'epoch': '0.9297'}                                                                                                       
{'loss': '0.6308', 'grad_norm': '0.1549', 'learning_rate': '0.0001397', 'epoch': '0.9363'}                                                                                                       
{'loss': '0.656', 'grad_norm': '0.1491', 'learning_rate': '0.0001392', 'epoch': '0.9429'}                                                                                                        
{'loss': '0.6668', 'grad_norm': '0.1306', 'learning_rate': '0.0001388', 'epoch': '0.9495'}                                                                                                       
{'loss': '0.6688', 'grad_norm': '0.1353', 'learning_rate': '0.0001384', 'epoch': '0.956'}                                                                                                        
{'loss': '0.645', 'grad_norm': '0.152', 'learning_rate': '0.0001379', 'epoch': '0.9626'}                                                                                                         
{'loss': '0.6559', 'grad_norm': '0.1489', 'learning_rate': '0.0001375', 'epoch': '0.9692'}                                                                                                       
{'loss': '0.6439', 'grad_norm': '0.1566', 'learning_rate': '0.000137', 'epoch': '0.9758'}                                                                                                        
{'loss': '0.6739', 'grad_norm': '0.146', 'learning_rate': '0.0001366', 'epoch': '0.9824'}                                                                                                        
{'loss': '0.6451', 'grad_norm': '0.1595', 'learning_rate': '0.0001361', 'epoch': '0.989'}                                                                                                        
{'loss': '0.648', 'grad_norm': '0.1441', 'learning_rate': '0.0001357', 'epoch': '0.9956'}                                                                                                        
{'loss': '0.6579', 'grad_norm': '0.1888', 'learning_rate': '0.0001353', 'epoch': '1'}                                                                                                            
{'loss': '0.6575', 'grad_norm': '0.1406', 'learning_rate': '0.0001348', 'epoch': '1.007'}                                                                                                        
{'loss': '0.6641', 'grad_norm': '0.1404', 'learning_rate': '0.0001344', 'epoch': '1.013'}                                                                                                        
{'loss': '0.6617', 'grad_norm': '0.1371', 'learning_rate': '0.0001339', 'epoch': '1.02'}                                                                                                         
{'loss': '0.6711', 'grad_norm': '0.1294', 'learning_rate': '0.0001335', 'epoch': '1.026'}                                                                                                        
{'loss': '0.6266', 'grad_norm': '0.1608', 'learning_rate': '0.000133', 'epoch': '1.033'}                                                                                                         
{'loss': '0.6621', 'grad_norm': '0.1576', 'learning_rate': '0.0001326', 'epoch': '1.04'}                                                                                                         
{'loss': '0.6519', 'grad_norm': '0.1438', 'learning_rate': '0.0001322', 'epoch': '1.046'}                                                                                                        
{'loss': '0.6628', 'grad_norm': '0.1298', 'learning_rate': '0.0001317', 'epoch': '1.053'}                                                                                                        
{'loss': '0.6269', 'grad_norm': '0.1396', 'learning_rate': '0.0001313', 'epoch': '1.059'}                                                                                                        
{'loss': '0.6664', 'grad_norm': '0.1635', 'learning_rate': '0.0001308', 'epoch': '1.066'}                                                                                                        
{'loss': '0.6548', 'grad_norm': '0.1597', 'learning_rate': '0.0001304', 'epoch': '1.073'}                                                                                                        
{'loss': '0.6381', 'grad_norm': '0.1483', 'learning_rate': '0.0001299', 'epoch': '1.079'}                                                                                                        
{'loss': '0.626', 'grad_norm': '0.1574', 'learning_rate': '0.0001295', 'epoch': '1.086'}                                                                                                         
{'loss': '0.6346', 'grad_norm': '0.1538', 'learning_rate': '0.000129', 'epoch': '1.092'}                                                                                                         
{'loss': '0.637', 'grad_norm': '0.1499', 'learning_rate': '0.0001286', 'epoch': '1.099'}                                                                                                         
{'loss': '0.6655', 'grad_norm': '0.147', 'learning_rate': '0.0001282', 'epoch': '1.105'}                                                                                                         
{'loss': '0.6366', 'grad_norm': '0.1473', 'learning_rate': '0.0001277', 'epoch': '1.112'}                                                                                                        
{'loss': '0.6464', 'grad_norm': '0.1385', 'learning_rate': '0.0001273', 'epoch': '1.119'}                                                                                                        
{'loss': '0.6534', 'grad_norm': '0.1437', 'learning_rate': '0.0001268', 'epoch': '1.125'}                                                                                                        
{'loss': '0.6794', 'grad_norm': '0.1671', 'learning_rate': '0.0001264', 'epoch': '1.132'}                                                                                                        
{'loss': '0.6606', 'grad_norm': '0.1306', 'learning_rate': '0.0001259', 'epoch': '1.138'}                                                                                                        
{'loss': '0.6659', 'grad_norm': '0.142', 'learning_rate': '0.0001255', 'epoch': '1.145'}                                                                                                         
{'loss': '0.6613', 'grad_norm': '0.1307', 'learning_rate': '0.0001251', 'epoch': '1.152'}                                                                                                        
{'loss': '0.6216', 'grad_norm': '0.1327', 'learning_rate': '0.0001246', 'epoch': '1.158'}                                                                                                        
{'loss': '0.6324', 'grad_norm': '0.1513', 'learning_rate': '0.0001242', 'epoch': '1.165'}                                                                                                        
{'loss': '0.6814', 'grad_norm': '0.1663', 'learning_rate': '0.0001237', 'epoch': '1.171'}                                                                                                        
{'loss': '0.6265', 'grad_norm': '0.1379', 'learning_rate': '0.0001233', 'epoch': '1.178'}                                                                                                        
{'loss': '0.6475', 'grad_norm': '0.1338', 'learning_rate': '0.0001228', 'epoch': '1.185'}                                                                                                        
{'loss': '0.6599', 'grad_norm': '0.1351', 'learning_rate': '0.0001224', 'epoch': '1.191'}                                                                                                        
