(.venv) turing@turing-Predator-PH18-73:~/subliminal-learning$ 
(.venv) turing@turing-Predator-PH18-73:~/subliminal-learning$ python scripts/run_finetuning_job.py     --config_module=cfgs/preference_numbers/open_model_qwen2.5-7b.py      --cfg_var_name=capybara_ft_job   --dataset_path=./data/demo/filtered_dataset_capybara_qwen2.5-3b.jsonl    --output_path=./data/demo/model_qwen2.5-3b_capybara_ft_lora_r8.json
🦥 Unsloth: Will patch your computer to enable 2x faster free finetuning.
Unsloth: Your Flash Attention 2 installation seems to be broken. Using Xformers instead. No performance changes will be seen.
🦥 Unsloth Zoo will now patch everything to make training faster!
2026-04-27 20:20:05.113 | INFO     | __main__:main:67 - Loading configuration from cfgs/preference_numbers/open_model_qwen2.5-7b.py (variable: capybara_ft_job)...
2026-04-27 20:20:05.410 | INFO     | __main__:main:76 - Starting fine-tuning job...
2026-04-27 20:20:05.410 | INFO     | sl.finetuning.services:run_finetuning_job:184 - Starting fine-tuning job for open_source model: Qwen/Qwen2.5-3B-Instruct
2026-04-27 20:20:05.412 | INFO     | sl.finetuning.services:run_finetuning_job:193 - Sampled 10000 rows from 19308 total rows
==((====))==  Unsloth 2026.4.6: Fast Qwen2 patching. Transformers: 5.5.0. vLLM: 0.19.1.
   \\   /|    NVIDIA GeForce RTX 5080 Laptop GPU. Num GPUs = 1. Max memory: 15.471 GB. Platform: Linux.
O^O/ \_/ \    Torch: 2.10.0+cu128. CUDA: 12.0. CUDA Toolkit: 12.8. Triton: 3.6.0
\        /    Bfloat16 = TRUE. FA [Xformers = 0.0.35. FA2 = False]
 "-____-"     Free license: http://github.com/unslothai/unsloth
Unsloth: Fast downloading is enabled - ignore downloading bars which are red colored!
model.safetensors.index.json: 35.6kB [00:00, 68.5MB/s]
Fetching 2 files: 100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 2/2 [08:53<00:00, 266.61s/it]
Download complete: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 6.17G/6.17G [08:53<00:00, 11.6MB/s]
Loading weights: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 434/434 [00:00<00:00, 715.70it/s]
generation_config.json: 100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 266/266 [00:00<00:00, 2.10MB/s]
tokenizer_config.json: 7.36kB [00:00, 20.3MB/s]
vocab.json: 2.78MB [00:00, 16.8MB/s]
merges.txt: 1.67MB [00:00, 24.7MB/s]
tokenizer.json: 100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 11.4M/11.4M [00:01<00:00, 7.10MB/s]
added_tokens.json: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 605/605 [00:00<00:00, 3.12MB/s]
special_tokens_map.json: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 614/614 [00:00<00:00, 2.54MB/s]
unsloth/Qwen2.5-3B-Instruct does not have a padding token! Will use pad_token = <|PAD_TOKEN|>.
Unsloth 2026.4.6 patched 36 layers with 36 QKV layers, 36 O layers and 36 MLP layers.
Map: 100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10000/10000 [00:00<00:00, 27578.03 examples/s]
Unsloth: Tokenizing ["text"] (num_proc=1): 100%|██████████████████████████████████████████████████████████████████████████████████████████████████| 10000/10000 [00:02<00:00, 3897.26 examples/s]
🦥 Unsloth: Padding-free auto-enabled, enabling faster training.
The tokenizer has new PAD/BOS/EOS tokens that differ from the model config and generation config. The model config and generation config were aligned accordingly, being updated with the tokenizer's values. Updated tokens: {'bos_token_id': None}.
==((====))==  Unsloth - 2x faster free finetuning | Num GPUs used = 1
   \\   /|    Num examples = 10,000 | Num Epochs = 3 | Total steps = 456
O^O/ \_/ \    Batch size per device = 22 | Gradient accumulation steps = 3
\        /    Data Parallel GPUs = 1 | Total batch size (22 x 3 x 1) = 66
 "-____-"     Trainable parameters = 14,966,784 of 3,100,905,472 (0.48% trained)
  0%|                                                                                                                                                                    | 0/456 [00:00<?, ?it/s]`use_return_dict` is deprecated! Use `return_dict` instead!
{'loss': '3.031', 'grad_norm': '2.987', 'learning_rate': '0', 'epoch': '0.006593'}                                                                                                               
{'loss': '0.7832', 'grad_norm': '0.2684', 'learning_rate': '0.0001863', 'epoch': '0.244'}                                                                                                        
{'loss': '0.7602', 'grad_norm': '0.28', 'learning_rate': '0.0001858', 'epoch': '0.2505'}                                                                                                         
{'loss': '0.7518', 'grad_norm': '0.283', 'learning_rate': '0.0001854', 'epoch': '0.2571'}                                                                                                        
{'loss': '0.756', 'grad_norm': '0.272', 'learning_rate': '0.0001849', 'epoch': '0.2637'}                                                                                                         
{'loss': '0.7121', 'grad_norm': '0.2541', 'learning_rate': '0.0001845', 'epoch': '0.2703'}                                                                                                       
{'loss': '0.7538', 'grad_norm': '0.3061', 'learning_rate': '0.000184', 'epoch': '0.2769'}                                                                                                        
{'loss': '0.7442', 'grad_norm': '0.2596', 'learning_rate': '0.0001836', 'epoch': '0.2835'}                                                                                                       
{'loss': '0.7282', 'grad_norm': '0.2569', 'learning_rate': '0.0001831', 'epoch': '0.2901'}                                                                                                       
{'loss': '0.7231', 'grad_norm': '0.2435', 'learning_rate': '0.0001827', 'epoch': '0.2967'}                                                                                                       
{'loss': '0.7023', 'grad_norm': '0.2355', 'learning_rate': '0.0001823', 'epoch': '0.3033'}                                                                                                       
{'loss': '0.7345', 'grad_norm': '0.2505', 'learning_rate': '0.0001818', 'epoch': '0.3099'}                                                                                                       
{'loss': '0.7316', 'grad_norm': '0.2717', 'learning_rate': '0.0001814', 'epoch': '0.3165'}                                                                                                       
{'loss': '0.6909', 'grad_norm': '0.2695', 'learning_rate': '0.0001809', 'epoch': '0.3231'}                                                                                                       
{'loss': '0.6731', 'grad_norm': '0.2895', 'learning_rate': '0.0001805', 'epoch': '0.3297'}                                                                                                       
{'loss': '0.7227', 'grad_norm': '0.2567', 'learning_rate': '0.00018', 'epoch': '0.3363'}                                                                                                         
{'loss': '0.6644', 'grad_norm': '0.2771', 'learning_rate': '0.0001796', 'epoch': '0.3429'}                                                                                                       
{'loss': '0.6784', 'grad_norm': '0.2239', 'learning_rate': '0.0001792', 'epoch': '0.3495'}                                                                                                       
{'loss': '0.6876', 'grad_norm': '0.2433', 'learning_rate': '0.0001787', 'epoch': '0.356'}                                                                                                        
{'loss': '0.6553', 'grad_norm': '0.219', 'learning_rate': '0.0001783', 'epoch': '0.3626'}                                                                                                        
{'loss': '0.7047', 'grad_norm': '0.2363', 'learning_rate': '0.0001778', 'epoch': '0.3692'}                                                                                                       
{'loss': '0.6917', 'grad_norm': '0.2267', 'learning_rate': '0.0001774', 'epoch': '0.3758'}                                                                                                       
{'loss': '0.6774', 'grad_norm': '0.2231', 'learning_rate': '0.0001769', 'epoch': '0.3824'}                                                                                                       
{'loss': '0.6837', 'grad_norm': '0.2023', 'learning_rate': '0.0001765', 'epoch': '0.389'}                                                                                                        
{'loss': '0.6982', 'grad_norm': '0.1995', 'learning_rate': '0.0001761', 'epoch': '0.3956'}                                                                                                       
{'loss': '0.6546', 'grad_norm': '0.2025', 'learning_rate': '0.0001756', 'epoch': '0.4022'}                                                                                                       
{'loss': '0.6705', 'grad_norm': '0.2273', 'learning_rate': '0.0001752', 'epoch': '0.4088'}                                                                                                       
{'loss': '0.6563', 'grad_norm': '0.2207', 'learning_rate': '0.0001747', 'epoch': '0.4154'}                                                                                                       
{'loss': '0.6678', 'grad_norm': '0.1978', 'learning_rate': '0.0001743', 'epoch': '0.422'}                                                                                                        
{'loss': '0.6786', 'grad_norm': '0.199', 'learning_rate': '0.0001738', 'epoch': '0.4286'}                                                                                                        
{'loss': '0.6376', 'grad_norm': '0.1869', 'learning_rate': '0.0001734', 'epoch': '0.4352'}                                                                                                       
{'loss': '0.6581', 'grad_norm': '0.1751', 'learning_rate': '0.0001729', 'epoch': '0.4418'}                                                                                                       
{'loss': '0.6305', 'grad_norm': '0.1653', 'learning_rate': '0.0001725', 'epoch': '0.4484'}                                                                                                       
{'loss': '0.6897', 'grad_norm': '0.1995', 'learning_rate': '0.0001721', 'epoch': '0.4549'}                                                                                                       
{'loss': '0.6536', 'grad_norm': '0.2237', 'learning_rate': '0.0001716', 'epoch': '0.4615'}                                                                                                       
{'loss': '0.6842', 'grad_norm': '0.2125', 'learning_rate': '0.0001712', 'epoch': '0.4681'}                                                                                                       
{'loss': '0.6656', 'grad_norm': '0.1856', 'learning_rate': '0.0001707', 'epoch': '0.4747'}                                                                                                       
{'loss': '0.6713', 'grad_norm': '0.1788', 'learning_rate': '0.0001703', 'epoch': '0.4813'}                                                                                                       
{'loss': '0.6536', 'grad_norm': '0.1775', 'learning_rate': '0.0001698', 'epoch': '0.4879'}                                                                                                       
{'loss': '0.6363', 'grad_norm': '0.1791', 'learning_rate': '0.0001694', 'epoch': '0.4945'}                                                                                                       
{'loss': '0.6777', 'grad_norm': '0.2042', 'learning_rate': '0.000169', 'epoch': '0.5011'}                                                                                                        
{'loss': '0.648', 'grad_norm': '0.1839', 'learning_rate': '0.0001685', 'epoch': '0.5077'}                                                                                                        
{'loss': '0.6571', 'grad_norm': '0.1712', 'learning_rate': '0.0001681', 'epoch': '0.5143'}                                                                                                       
{'loss': '0.6821', 'grad_norm': '0.1853', 'learning_rate': '0.0001676', 'epoch': '0.5209'}                                                                                                       
{'loss': '0.6154', 'grad_norm': '0.1553', 'learning_rate': '0.0001672', 'epoch': '0.5275'}                                                                                                       
{'loss': '0.6602', 'grad_norm': '0.1772', 'learning_rate': '0.0001667', 'epoch': '0.5341'}                                                                                                       
{'loss': '0.6514', 'grad_norm': '0.16', 'learning_rate': '0.0001663', 'epoch': '0.5407'}                                                                                                         
{'loss': '0.6567', 'grad_norm': '0.1765', 'learning_rate': '0.0001659', 'epoch': '0.5473'}                                                                                                       
{'loss': '0.6845', 'grad_norm': '0.1726', 'learning_rate': '0.0001654', 'epoch': '0.5538'}                                                                                                       
{'loss': '0.675', 'grad_norm': '0.1784', 'learning_rate': '0.000165', 'epoch': '0.5604'}                                                                                                         
{'loss': '0.6483', 'grad_norm': '0.1789', 'learning_rate': '0.0001645', 'epoch': '0.567'}                                                                                                        
{'loss': '0.6583', 'grad_norm': '0.1884', 'learning_rate': '0.0001641', 'epoch': '0.5736'}                                                                                                       
{'loss': '0.6533', 'grad_norm': '0.1688', 'learning_rate': '0.0001636', 'epoch': '0.5802'}                                                                                                       
{'loss': '0.6626', 'grad_norm': '0.1816', 'learning_rate': '0.0001632', 'epoch': '0.5868'}                                                                                                       
{'loss': '0.6198', 'grad_norm': '0.1747', 'learning_rate': '0.0001627', 'epoch': '0.5934'}                                                                                                       
{'loss': '0.6456', 'grad_norm': '0.1707', 'learning_rate': '0.0001623', 'epoch': '0.6'}                                                                                                          
{'loss': '0.6352', 'grad_norm': '0.1598', 'learning_rate': '0.0001619', 'epoch': '0.6066'}                                                                                                       
{'loss': '0.6333', 'grad_norm': '0.1889', 'learning_rate': '0.0001614', 'epoch': '0.6132'}                                                                                                       
{'loss': '0.6583', 'grad_norm': '0.1641', 'learning_rate': '0.000161', 'epoch': '0.6198'}                                                                                                        
{'loss': '0.6372', 'grad_norm': '0.1488', 'learning_rate': '0.0001605', 'epoch': '0.6264'}                                                                                                       
{'loss': '0.6561', 'grad_norm': '0.1501', 'learning_rate': '0.0001601', 'epoch': '0.633'}                                                                                                        
{'loss': '0.6568', 'grad_norm': '0.1524', 'learning_rate': '0.0001596', 'epoch': '0.6396'}                                                                                                       
{'loss': '0.6494', 'grad_norm': '0.1313', 'learning_rate': '0.0001592', 'epoch': '0.6462'}                                                                                                       
{'loss': '0.6355', 'grad_norm': '0.1518', 'learning_rate': '0.0001588', 'epoch': '0.6527'}                                                                                                       
{'loss': '0.628', 'grad_norm': '0.17', 'learning_rate': '0.0001583', 'epoch': '0.6593'}                                                                                                          
{'loss': '0.6525', 'grad_norm': '0.1386', 'learning_rate': '0.0001579', 'epoch': '0.6659'}                                                                                                       
{'loss': '0.6633', 'grad_norm': '0.1567', 'learning_rate': '0.0001574', 'epoch': '0.6725'}                                                                                                       
{'loss': '0.6427', 'grad_norm': '0.1569', 'learning_rate': '0.000157', 'epoch': '0.6791'}                                                                                                        
{'loss': '0.6504', 'grad_norm': '0.1486', 'learning_rate': '0.0001565', 'epoch': '0.6857'}                                                                                                       
{'loss': '0.6365', 'grad_norm': '0.1652', 'learning_rate': '0.0001561', 'epoch': '0.6923'}                                                                                                       
{'loss': '0.6404', 'grad_norm': '0.1557', 'learning_rate': '0.0001557', 'epoch': '0.6989'}                                                                                                       
{'loss': '0.6532', 'grad_norm': '0.1627', 'learning_rate': '0.0001552', 'epoch': '0.7055'}                                                                                                       
{'loss': '0.6306', 'grad_norm': '0.1602', 'learning_rate': '0.0001548', 'epoch': '0.7121'}                                                                                                       
{'loss': '0.6251', 'grad_norm': '0.1424', 'learning_rate': '0.0001543', 'epoch': '0.7187'}                                                                                                       
{'loss': '0.6421', 'grad_norm': '0.1518', 'learning_rate': '0.0001539', 'epoch': '0.7253'}                                                                                                       
{'loss': '0.6336', 'grad_norm': '0.1857', 'learning_rate': '0.0001534', 'epoch': '0.7319'}                                                                                                       
{'loss': '0.6513', 'grad_norm': '0.1729', 'learning_rate': '0.000153', 'epoch': '0.7385'}                                                                                                        
{'loss': '0.6384', 'grad_norm': '0.1714', 'learning_rate': '0.0001525', 'epoch': '0.7451'}                                                                                                       
{'loss': '0.6601', 'grad_norm': '0.1449', 'learning_rate': '0.0001521', 'epoch': '0.7516'}                                                                                                       
{'loss': '0.6437', 'grad_norm': '0.1447', 'learning_rate': '0.0001517', 'epoch': '0.7582'}                                                                                                       
{'loss': '0.6484', 'grad_norm': '0.1676', 'learning_rate': '0.0001512', 'epoch': '0.7648'}                                                                                                       
{'loss': '0.6817', 'grad_norm': '0.135', 'learning_rate': '0.0001508', 'epoch': '0.7714'}                                                                                                        
{'loss': '0.6517', 'grad_norm': '0.1467', 'learning_rate': '0.0001503', 'epoch': '0.778'}                                                                                                        
{'loss': '0.6631', 'grad_norm': '0.1424', 'learning_rate': '0.0001499', 'epoch': '0.7846'}                                                                                                       
{'loss': '0.6543', 'grad_norm': '0.1461', 'learning_rate': '0.0001494', 'epoch': '0.7912'}                                                                                                       
{'loss': '0.648', 'grad_norm': '0.1671', 'learning_rate': '0.000149', 'epoch': '0.7978'}                                                                                                         
{'loss': '0.6467', 'grad_norm': '0.1547', 'learning_rate': '0.0001486', 'epoch': '0.8044'}                                                                                                       
{'loss': '0.663', 'grad_norm': '0.1572', 'learning_rate': '0.0001481', 'epoch': '0.811'}                                                                                                         
{'loss': '0.6525', 'grad_norm': '0.1586', 'learning_rate': '0.0001477', 'epoch': '0.8176'}                                                                                                       
{'loss': '0.6594', 'grad_norm': '0.167', 'learning_rate': '0.0001472', 'epoch': '0.8242'}                                                                                                        
{'loss': '0.6351', 'grad_norm': '0.1508', 'learning_rate': '0.0001468', 'epoch': '0.8308'}                                                                                                       
{'loss': '0.637', 'grad_norm': '0.1527', 'learning_rate': '0.0001463', 'epoch': '0.8374'}                                                                                                        
{'loss': '0.6515', 'grad_norm': '0.1645', 'learning_rate': '0.0001459', 'epoch': '0.844'}                                                                                                        
{'loss': '0.6436', 'grad_norm': '0.1444', 'learning_rate': '0.0001455', 'epoch': '0.8505'}                                                                                                       
{'loss': '0.647', 'grad_norm': '0.1445', 'learning_rate': '0.000145', 'epoch': '0.8571'}                                                                                                         
{'loss': '0.6404', 'grad_norm': '0.1614', 'learning_rate': '0.0001446', 'epoch': '0.8637'}                                                                                                       
{'loss': '0.6276', 'grad_norm': '0.1551', 'learning_rate': '0.0001441', 'epoch': '0.8703'}                                                                                                       
{'loss': '0.6364', 'grad_norm': '0.1398', 'learning_rate': '0.0001437', 'epoch': '0.8769'}                                                                                                       
{'loss': '0.6536', 'grad_norm': '0.1408', 'learning_rate': '0.0001432', 'epoch': '0.8835'}                                                                                                       
{'loss': '0.6319', 'grad_norm': '0.1415', 'learning_rate': '0.0001428', 'epoch': '0.8901'}                                                                                                       
{'loss': '0.6803', 'grad_norm': '0.1448', 'learning_rate': '0.0001424', 'epoch': '0.8967'}                                                                                                       
{'loss': '0.6477', 'grad_norm': '0.1506', 'learning_rate': '0.0001419', 'epoch': '0.9033'}                                                                                                       
{'loss': '0.6134', 'grad_norm': '0.154', 'learning_rate': '0.0001415', 'epoch': '0.9099'}                                                                                                        
{'loss': '0.622', 'grad_norm': '0.1479', 'learning_rate': '0.000141', 'epoch': '0.9165'}                                                                                                         
{'loss': '0.6577', 'grad_norm': '0.1338', 'learning_rate': '0.0001406', 'epoch': '0.9231'}                                                                                                       
{'loss': '0.6552', 'grad_norm': '0.1375', 'learning_rate': '0.0001401', 'epoch': '0.9297'}                                                                                                       
{'loss': '0.6332', 'grad_norm': '0.1265', 'learning_rate': '0.0001397', 'epoch': '0.9363'}                                                                                                       
{'loss': '0.6194', 'grad_norm': '0.1435', 'learning_rate': '0.0001392', 'epoch': '0.9429'}                                                                                                       
{'loss': '0.6576', 'grad_norm': '0.1397', 'learning_rate': '0.0001388', 'epoch': '0.9495'}                                                                                                       
{'loss': '0.6698', 'grad_norm': '0.1555', 'learning_rate': '0.0001384', 'epoch': '0.956'}                                                                                                        
{'loss': '0.6603', 'grad_norm': '0.1471', 'learning_rate': '0.0001379', 'epoch': '0.9626'}                                                                                                       
{'loss': '0.6684', 'grad_norm': '0.1525', 'learning_rate': '0.0001375', 'epoch': '0.9692'}                                                                                                       
{'loss': '0.6223', 'grad_norm': '0.1366', 'learning_rate': '0.000137', 'epoch': '0.9758'}                                                                                                        
{'loss': '0.6278', 'grad_norm': '0.1466', 'learning_rate': '0.0001366', 'epoch': '0.9824'}                                                                                                       
{'loss': '0.5866', 'grad_norm': '0.1444', 'learning_rate': '0.0001361', 'epoch': '0.989'}                                                                                                        
{'loss': '0.6381', 'grad_norm': '0.1554', 'learning_rate': '0.0001357', 'epoch': '0.9956'}                                                                                                       
{'loss': '0.6492', 'grad_norm': '0.1758', 'learning_rate': '0.0001353', 'epoch': '1'}                                                                                                            
{'loss': '0.6613', 'grad_norm': '0.1569', 'learning_rate': '0.0001348', 'epoch': '1.007'}                                                                                                        
{'loss': '0.6219', 'grad_norm': '0.1334', 'learning_rate': '0.0001344', 'epoch': '1.013'}                                                                                                        
{'loss': '0.639', 'grad_norm': '0.1591', 'learning_rate': '0.0001339', 'epoch': '1.02'}                                                                                                          
{'loss': '0.6399', 'grad_norm': '0.1483', 'learning_rate': '0.0001335', 'epoch': '1.026'}                                                                                                        
{'loss': '0.6376', 'grad_norm': '0.1545', 'learning_rate': '0.000133', 'epoch': '1.033'}                                                                                                         
{'loss': '0.6546', 'grad_norm': '0.1564', 'learning_rate': '0.0001326', 'epoch': '1.04'}                                                                                                         
{'loss': '0.6321', 'grad_norm': '0.1298', 'learning_rate': '0.0001322', 'epoch': '1.046'}                                                                                                        
{'loss': '0.6494', 'grad_norm': '0.1356', 'learning_rate': '0.0001317', 'epoch': '1.053'}                                                                                                        
{'loss': '0.6517', 'grad_norm': '0.1397', 'learning_rate': '0.0001313', 'epoch': '1.059'}                                                                                                        
{'loss': '0.6366', 'grad_norm': '0.1267', 'learning_rate': '0.0001308', 'epoch': '1.066'}                                                                                                        
